!
!Date: 12/21/2022
!From: Saccharomyces Genome Database (SGD) 
!URL: http://www.yeastgenome.org/ 
!Contact Email: sgd-helpdesk@lists.stanford.edu 
!Funding: NHGRI at US NIH, grant number 5-U41-HG001315 
!

Interactor	Interactor Systematic Name	Interactor	Interactor Systematic Name	Allele	Assay	Annotation	Action	Phenotype	SGA score	P-value	Source	Reference	Note
BEM1	YBR200W	SPT3	YDR392W		Positive Genetic	high-throughput	Bait				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	SPT3	YDR392W		Positive Genetic	high-throughput	Hit				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	SRL3	YKR091W		Positive Genetic	high-throughput	Bait				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	SWD1	YAR003W		Positive Genetic	high-throughput	Bait				BioGRID	Fiedler D, et al. (2009) PMID:19269370	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.0 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).
BEM1	YBR200W	TAF9	YMR236W		Positive Genetic	high-throughput	Hit				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	WHI3	YNL197C		Positive Genetic	high-throughput	Hit				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	YCS4	YLR272C		Positive Genetic	high-throughput	Hit				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	YDR248C	YDR248C	bem1-Δ, ydr248c-Δ	Positive Genetic	high-throughput	Bait		0.2741	0.001418	BioGRID	Costanzo M, et al. (2016) PMID:27708008	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.
BEM1	YBR200W	YHM2	YMR241W		Positive Genetic	high-throughput	Hit				BioGRID	Hoppins S, et al. (2011) PMID:21987634	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).  The authors constructed a mitochondrial-focused genetic interaction map (the MITO-MAP).
BEM1	YBR200W	YIA6	YIL006W	bem1-Δ, yia6-Δ	Positive Genetic	high-throughput	Bait		0.1647	0.01216	BioGRID	Costanzo M, et al. (2016) PMID:27708008	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.
BEM1	YBR200W	YKL069W	YKL069W	bem1-Δ, ykl069w-Δ	Positive Genetic	high-throughput	Bait		0.1793	0.0422	BioGRID	Costanzo M, et al. (2016) PMID:27708008	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.
BEM1	YBR200W	YLR287C	YLR287C		Positive Genetic	high-throughput	Bait				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
