Gene A ORF	Gene A allele	Gene B ORF	Gene B allele	Correlation
YDR325W	ycg1-2	YLR272C	ycs4-1	0.451
YDR325W	ycg1-2	YDR439W	lrs4	0.442
YDR325W	ycg1-2	YNL088W	top2-5002	0.255
YHR106W	trr2	YNL082W	pms1-supp1	0.222
YEL002C	wbp1-2	YJL183W	mnn11	0.207
YEL002C	wbp1-2	YOR254C	sec63-1	0.269
YEL002C	wbp1-2	YLR110C	ccw12	0.428
YEL002C	wbp1-2	YMR307W	gas1	0.290
YEL002C	wbp1-2	YIR006C	pan1-4	0.244
YEL002C	wbp1-2	YEL002C	wbp1-1	0.692
YEL002C	wbp1-2	YLR459W	gab1-1	0.405
YEL002C	wbp1-2	YML115C	van1	0.327
YEL002C	wbp1-2	YDL006W	ptc1	0.235
YEL002C	wbp1-2	YFL025C	bst1	0.208
YEL002C	wbp1-2	YBR023C	chs3	0.243
YEL002C	wbp1-2	YDR162C	nbp2	0.286
YEL002C	wbp1-2	YBR260C	rgd1	0.216
YEL002C	wbp1-2	YJR075W	hoc1	0.325
YEL002C	wbp1-2	YHR030C	slt2	0.301
YEL002C	wbp1-2	YML019W	ost6	0.246
YEL002C	wbp1-2	YEL031W	spf1	0.252
YEL002C	wbp1-2	YNR035C	arc35-6	0.272
YEL002C	wbp1-2	YJL095W	bck1	0.301
YEL002C	wbp1-2	YBR171W	sec66	0.239
YEL002C	wbp1-2	YBL061C	skt5	0.238
YEL002C	wbp1-2	YDR389W	sac7	0.247
YEL002C	wbp1-2	YHR188C	gpi16-5001	0.379
YEL002C	wbp1-2	YBR015C	mnn2	0.325
YOR109W	inp53	YFR051C	ret2-1	0.232
YOR109W	inp53	YDR320C	swa2-supp1	0.332
YOR109W	inp53	YDR320C	swa2	0.210
YOR109W	inp53	YPL051W	arl3	0.209
YOR109W	inp53	YJL004C	sys1	0.207
YOR109W	inp53	YDL145C	cop1-1	0.233
YOR109W	inp53	YPL010W	ret3-1	0.205
YOR109W	inp53	YNL041C	cog6	0.204
YOR109W	inp53	YBL050W	sec17-1	0.219
YOR109W	inp53	YMR197C	vti1-11-supp1	0.205
YOR109W	inp53	YDR189W	sly1-ts	0.209
YFL017C	gna1-ts	YPR183W	dpm1-6-supp1	0.217
YBR254C	trs20-5001	YFR051C	ret2-1	0.292
YBR254C	trs20-5001	YDR246W	trs23-5001	0.576
YBR254C	trs20-5001	YDR320C	swa2-supp1	0.362
YBR254C	trs20-5001	YDR468C	tlg1-5005	0.355
YBR254C	trs20-5001	YDR203W	ydr203w	0.214
YBR254C	trs20-5001	YER157W	cog3-1	0.277
YBR254C	trs20-5001	YMR274C	rce1	0.310
YBR254C	trs20-5001	YLR262C	ypt6	0.432
YBR254C	trs20-5001	YDR027C	vps54-supp1	0.260
YBR254C	trs20-5001	YOR070C	gyp1	0.325
YBR254C	trs20-5001	YDR320C	swa2	0.402
YBR254C	trs20-5001	YER136W	gdi1-1	0.261
YBR254C	trs20-5001	YPL051W	arl3	0.394
YBR254C	trs20-5001	YJR060W	cbf1	0.253
YBR254C	trs20-5001	YBR080C	sec18-1	0.235
YBR254C	trs20-5001	YGR120C	cog2-1	0.248
YBR254C	trs20-5001	YLR039C	ric1	0.412
YBR254C	trs20-5001	YKR020W	vps51	0.375
YBR254C	trs20-5001	YNL280C	erg24-supp1	0.263
YBR254C	trs20-5001	YJL004C	sys1	0.395
YBR254C	trs20-5001	YMR197C	vti1-2	0.379
YBR254C	trs20-5001	YER122C	glo3	0.342
YBR254C	trs20-5001	YDR153C	ent5	0.201
YBR254C	trs20-5001	YPL069C	bts1	0.310
YBR254C	trs20-5001	YKL196C	ykt6-5001	0.238
YBR254C	trs20-5001	YDR108W	trs85	0.582
YBR254C	trs20-5001	YFL038C	ypt1-3	0.474
YBR254C	trs20-5001	YJL031C	bet4-5001	0.280
YBR254C	trs20-5001	YLR430W	sen1-1	0.206
YBR254C	trs20-5001	YDL145C	cop1-1	0.323
YBR254C	trs20-5001	YPL010W	ret3-1	0.210
YBR254C	trs20-5001	YGL054C	erv14	0.434
YBR254C	trs20-5001	YLR350W	orm2-supp1	0.231
YBR254C	trs20-5001	YIL076W	sec28	0.305
YBR254C	trs20-5001	YDR238C	sec26-f856aw860a	0.369
YBR254C	trs20-5001	YLR268W	sec22-1	0.233
YBR254C	trs20-5001	YNL041C	cog6	0.413
YBR254C	trs20-5001	YLR268W	sec22-supp1	0.297
YBR254C	trs20-5001	YGL005C	cog7	0.449
YBR254C	trs20-5001	YML071C	cog8	0.455
YBR254C	trs20-5001	YGL020C	get1-supp1	0.306
YBR254C	trs20-5001	YKR068C	bet3-5001	0.441
YBR254C	trs20-5001	YJL029C	vps53	0.305
YBR254C	trs20-5001	YJL031C	bet4-5007	0.288
YBR254C	trs20-5001	YEL042W	gda1	0.290
YBR254C	trs20-5001	YJL029C	vps53-supp1	0.422
YBR254C	trs20-5001	YBL050W	sec17-1	0.319
YBR254C	trs20-5001	YBR164C	arl1	0.369
YBR254C	trs20-5001	YOR216C	rud3	0.269
YBR254C	trs20-5001	YGL095C	vps45	0.292
YBR254C	trs20-5001	YGR172C	yip1-4	0.253
YBR254C	trs20-5001	YMR292W	got1	0.231
YBR254C	trs20-5001	YOL018C	tlg2	0.436
YBR254C	trs20-5001	YDL100C	get3	0.226
YBR254C	trs20-5001	YDR137W	rgp1	0.428
YBR254C	trs20-5001	YER157W	cog3-2	0.322
YBR254C	trs20-5001	YCR044C	per1-supp1	0.228
YBR254C	trs20-5001	YER122C	glo3-supp1	0.305
YBR254C	trs20-5001	YMR197C	vti1-11-supp1	0.319
YBR254C	trs20-5001	YDR189W	sly1-ts	0.339
YBR254C	trs20-5001	YDL058W	uso1-1	0.391
YBR254C	trs20-5001	YHL031C	gos1-supp1	0.469
YBR254C	trs20-5001	YDR484W	vps52-supp1	0.285
YBR254C	trs20-5001	YOR370C	mrs6-2	0.302
YBR254C	trs20-5001	YLR269C	ylr269c	0.296
YBR254C	trs20-5001	YKR006C	mrpl13	0.230
YBR254C	trs20-5001	YGL020C	get1	0.243
YFR051C	ret2-1	YDR246W	trs23-5001	0.268
YFR051C	ret2-1	YDR320C	swa2-supp1	0.394
YFR051C	ret2-1	YDR468C	tlg1-5005	0.348
YFR051C	ret2-1	YMR274C	rce1	0.344
YFR051C	ret2-1	YLR262C	ypt6	0.323
YFR051C	ret2-1	YDR320C	swa2	0.312
YFR051C	ret2-1	YPL051W	arl3	0.326
YFR051C	ret2-1	YBR080C	sec18-1	0.261
YFR051C	ret2-1	YGR120C	cog2-1	0.344
YFR051C	ret2-1	YOL009C	mdm12-supp1	0.204
YFR051C	ret2-1	YLR039C	ric1	0.341
YFR051C	ret2-1	YJL004C	sys1	0.330
YFR051C	ret2-1	YMR197C	vti1-2	0.394
YFR051C	ret2-1	YER122C	glo3	0.575
YFR051C	ret2-1	YAR002C-A	erp1	0.290
YFR051C	ret2-1	YDR153C	ent5	0.214
YFR051C	ret2-1	YPL069C	bts1	0.233
YFR051C	ret2-1	YKL196C	ykt6-5001	0.238
YFR051C	ret2-1	YMR004W	mvp1	0.225
YFR051C	ret2-1	YDR108W	trs85	0.424
YFR051C	ret2-1	YBR029C	cds1-5001	0.221
YFR051C	ret2-1	YFL038C	ypt1-3	0.456
YFR051C	ret2-1	YJL031C	bet4-5001	0.308
YFR051C	ret2-1	YLR430W	sen1-1	0.254
YFR051C	ret2-1	YDL145C	cop1-1	0.514
YFR051C	ret2-1	YJR032W	cpr7	0.210
YFR051C	ret2-1	YPL010W	ret3-1	0.483
YFR051C	ret2-1	YGL054C	erv14	0.539
YFR051C	ret2-1	YIL076W	sec28	0.391
YFR051C	ret2-1	YDR238C	sec26-f856aw860a	0.457
YFR051C	ret2-1	YLR268W	sec22-1	0.203
YFR051C	ret2-1	YNL041C	cog6	0.435
YFR051C	ret2-1	YJL123C	mtc1	0.338
YFR051C	ret2-1	YLR268W	sec22-supp1	0.350
YFR051C	ret2-1	YPR051W	mak3	0.223
YFR051C	ret2-1	YLR309C	imh1	0.253
YFR051C	ret2-1	YGL005C	cog7	0.420
YFR051C	ret2-1	YML071C	cog8	0.398
YFR051C	ret2-1	YEL031W	spf1	0.245
YFR051C	ret2-1	YKR068C	bet3-5001	0.301
YFR051C	ret2-1	YJL031C	bet4-5007	0.234
YFR051C	ret2-1	YPR050C	ypr050c	0.232
YFR051C	ret2-1	YEL042W	gda1	0.248
YFR051C	ret2-1	YBL050W	sec17-1	0.294
YFR051C	ret2-1	YBR164C	arl1	0.328
YFR051C	ret2-1	YOR216C	rud3	0.287
YFR051C	ret2-1	YGL095C	vps45	0.225
YFR051C	ret2-1	YGR172C	yip1-4	0.224
YFR051C	ret2-1	YMR292W	got1	0.293
YFR051C	ret2-1	YOL018C	tlg2	0.238
YFR051C	ret2-1	YMR197C	vti1-11	0.202
YFR051C	ret2-1	YDL100C	get3	0.272
YFR051C	ret2-1	YDR137W	rgp1	0.313
YFR051C	ret2-1	YER157W	cog3-2	0.264
YFR051C	ret2-1	YCR044C	per1-supp1	0.265
YFR051C	ret2-1	YER122C	glo3-supp1	0.599
YFR051C	ret2-1	YMR197C	vti1-11-supp1	0.300
YFR051C	ret2-1	YDR189W	sly1-ts	0.404
YFR051C	ret2-1	YDL058W	uso1-1	0.377
YFR051C	ret2-1	YHL031C	gos1-supp1	0.371
YFR051C	ret2-1	YOR370C	mrs6-2	0.269
YFR051C	ret2-1	YLR269C	ylr269c	0.470
YFR051C	ret2-1	YKR006C	mrpl13	0.230
YFR051C	ret2-1	YGL020C	get1	0.282
YDR167W	taf10-5002	YOR025W	hst3	0.295
YDR167W	taf10-5002	YGL043W	dst1	0.353
YDR167W	taf10-5002	YGR274C	taf1-2	0.574
YDR167W	taf10-5002	YDL017W	cdc7-4	0.208
YDR167W	taf10-5002	YKR062W	tfa2-45	0.297
YDR167W	taf10-5002	YPL153C	rad53-5002-supp1	0.260
YDR167W	taf10-5002	YPR070W	med1	0.480
YDR167W	taf10-5002	YPR168W	nut2-ts	0.276
YDR167W	taf10-5002	YDR145W	taf12-9	0.591
YDR167W	taf10-5002	YDR145W	taf12-w486stop	0.631
YDR167W	taf10-5002	YDR145W	taf12-l446a	0.574
YDR167W	taf10-5002	YML114C	taf8-7	0.506
YDR167W	taf10-5002	YDR378C	lsm6	0.209
YDR167W	taf10-5002	YOR194C	toa1-5001	0.631
YDR167W	taf10-5002	YNR010W	cse2	0.276
YDR167W	taf10-5002	YBR198C	taf5-20	0.269
YDR167W	taf10-5002	YGL151W	nut1	0.224
YDR167W	taf10-5002	YGR274C	taf1-1	0.527
YDR167W	taf10-5002	YPL011C	taf3-5002	0.631
YDR167W	taf10-5002	YGL127C	soh1	0.288
YDR167W	taf10-5002	YLR055C	spt8	0.230
YDR167W	taf10-5002	YDR145W	taf12-l464a	0.571
YDR167W	taf10-5002	YJL124C	lsm1	0.235
YDR167W	taf10-5002	YPL153C	rad53-5001	0.346
YDR167W	taf10-5002	YGL112C	taf6-ts	0.287
YOR025W	hst3	YBR099C	ybr099c	0.220
YOR025W	hst3	YMR005W	taf4-18	0.233
YOR025W	hst3	YBR087W	rfc5-1	0.346
YOR025W	hst3	YPL153C	rad53-5002-supp1	0.278
YOR025W	hst3	YHR031C	rrm3	0.244
YOR025W	hst3	YCL061C	mrc1	0.464
YOR025W	hst3	YAR007C	rfa1-m2	0.478
YOR025W	hst3	YOR144C	elg1	0.280
YOR025W	hst3	YPL194W	ddc1	0.385
YOR025W	hst3	YJL092W	srs2	0.269
YOR025W	hst3	YOL123W	hrp1-4	0.422
YOR025W	hst3	YPL024W	rmi1	0.214
YOR025W	hst3	YPL153C	rad53-5001	0.251
YOR025W	hst3	YMR190C	sgs1	0.215
YOR025W	hst3	YBR136W	mec1-4ts	0.326
YML081C-A	atp18	YER017C	afg3	0.201
YML081C-A	atp18	YDR512C	emi1	0.398
YML081C-A	atp18	YNL169C	psd1	0.240
YLR335W	nup2	YDR363W-A	sem1	0.222
YLR335W	nup2	YML103C	nup188	0.342
YLR335W	nup2	YIL115C	nup159-1	0.240
YBL087C	rpl23a	YNL067W	rpl9b	0.210
YBL087C	rpl23a	YBR048W	rps11b	0.260
YBL087C	rpl23a	YDL130W	rpp1b	0.282
YBL087C	rpl23a	YPL079W	rpl21b	0.228
YBL087C	rpl23a	YDL082W	rpl13a	0.245
YBL087C	rpl23a	YNL302C	rps19b	0.264
YBL087C	rpl23a	YDR500C	rpl37b	0.252
YBL087C	rpl23a	YIL133C	rpl16a	0.205
YBL087C	rpl23a	YGR085C	rpl11b	0.204
YBL087C	rpl23a	YBR181C	rps6b	0.241
YBL087C	rpl23a	YJR094W-A	rpl43b	0.201
YBL087C	rpl23a	YBR084C-A	rpl19a	0.345
YBL087C	rpl23a	YDL063C	syo1	0.224
YBL087C	rpl23a	YDR471W	rpl27b	0.227
YBL087C	rpl23a	YLR185W	rpl37a	0.217
YBL087C	rpl23a	YOR312C	rpl20b	0.211
YBL087C	rpl23a	YEL054C	rpl12a	0.263
YBL087C	rpl23a	YOL121C	rps19a	0.225
YBL087C	rpl23a	YOR294W	rrs1-124	0.206
YBL087C	rpl23a	YNL227C	jjj1	0.236
YBL087C	rpl23a	YER102W	rps8b	0.226
YER056C-A	rpl34a	YBR048W	rps11b	0.223
YER056C-A	rpl34a	YPL123C	rny1	0.227
YER056C-A	rpl34a	YBR181C	rps6b	0.288
YER056C-A	rpl34a	YDL225W	shs1	0.276
YER056C-A	rpl34a	YLL045C	rpl8b	0.285
YNL067W	rpl9b	YLR029C	rpl15a-5004	0.343
YNL067W	rpl9b	YLR448W	rpl6b	0.229
YNL067W	rpl9b	YKR081C	rpf2-5001	0.251
YNL067W	rpl9b	YDL130W	rpp1b	0.241
YNL067W	rpl9b	YHL001W	rpl14b	0.365
YNL067W	rpl9b	YPL079W	rpl21b	0.230
YNL067W	rpl9b	YKR057W	rps21a	0.202
YNL067W	rpl9b	YNL302C	rps19b	0.218
YNL067W	rpl9b	YDR500C	rpl37b	0.273
YNL067W	rpl9b	YIL133C	rpl16a	0.267
YNL067W	rpl9b	YGR085C	rpl11b	0.346
YNL067W	rpl9b	YBR181C	rps6b	0.212
YNL067W	rpl9b	YJR094W-A	rpl43b	0.266
YNL067W	rpl9b	YHL033C	rpl8a	0.337
YNL067W	rpl9b	YBR084C-A	rpl19a	0.276
YNL067W	rpl9b	YLR029C	rpl15a-5002	0.295
YNL067W	rpl9b	YDL063C	syo1	0.252
YNL067W	rpl9b	YLR075W	rpl10-5001	0.295
YNL067W	rpl9b	YNL067W-B	ynl067w-b	0.438
YNL067W	rpl9b	YEL054C	rpl12a	0.402
YNL067W	rpl9b	YOL121C	rps19a	0.205
YNL067W	rpl9b	YOR294W	rrs1-124	0.314
YNL067W	rpl9b	YNL227C	jjj1	0.220
YDR246W	trs23-5001	YIL004C	bet1-1	0.206
YDR246W	trs23-5001	YDR320C	swa2-supp1	0.291
YDR246W	trs23-5001	YDR468C	tlg1-5005	0.364
YDR246W	trs23-5001	YER157W	cog3-1	0.355
YDR246W	trs23-5001	YMR274C	rce1	0.247
YDR246W	trs23-5001	YLR262C	ypt6	0.448
YDR246W	trs23-5001	YDR027C	vps54-supp1	0.217
YDR246W	trs23-5001	YOR070C	gyp1	0.322
YDR246W	trs23-5001	YDR320C	swa2	0.323
YDR246W	trs23-5001	YER136W	gdi1-1	0.221
YDR246W	trs23-5001	YPL051W	arl3	0.356
YDR246W	trs23-5001	YGR120C	cog2-1	0.306
YDR246W	trs23-5001	YLR039C	ric1	0.404
YDR246W	trs23-5001	YKR020W	vps51	0.303
YDR246W	trs23-5001	YJL004C	sys1	0.358
YDR246W	trs23-5001	YMR197C	vti1-2	0.345
YDR246W	trs23-5001	YER122C	glo3	0.392
YDR246W	trs23-5001	YKL196C	ykt6-5001	0.251
YDR246W	trs23-5001	YPR105C	cog4-5005	0.225
YDR246W	trs23-5001	YMR004W	mvp1	0.200
YDR246W	trs23-5001	YDR108W	trs85	0.514
YDR246W	trs23-5001	YFL025C	bst1	0.201
YDR246W	trs23-5001	YFL038C	ypt1-3	0.402
YDR246W	trs23-5001	YJL031C	bet4-5001	0.216
YDR246W	trs23-5001	YLR430W	sen1-1	0.210
YDR246W	trs23-5001	YDL145C	cop1-1	0.325
YDR246W	trs23-5001	YDR162C	nbp2	0.238
YDR246W	trs23-5001	YPL010W	ret3-1	0.204
YDR246W	trs23-5001	YGL054C	erv14	0.417
YDR246W	trs23-5001	YIL076W	sec28	0.322
YDR246W	trs23-5001	YDR238C	sec26-f856aw860a	0.329
YDR246W	trs23-5001	YLR268W	sec22-1	0.261
YDR246W	trs23-5001	YNL041C	cog6	0.410
YDR246W	trs23-5001	YLR268W	sec22-supp1	0.244
YDR246W	trs23-5001	YGL005C	cog7	0.460
YDR246W	trs23-5001	YML071C	cog8	0.461
YDR246W	trs23-5001	YGL020C	get1-supp1	0.212
YDR246W	trs23-5001	YKR068C	bet3-5001	0.483
YDR246W	trs23-5001	YJL029C	vps53	0.247
YDR246W	trs23-5001	YJL029C	vps53-supp1	0.348
YDR246W	trs23-5001	YBL050W	sec17-1	0.233
YDR246W	trs23-5001	YBR164C	arl1	0.289
YDR246W	trs23-5001	YOR216C	rud3	0.302
YDR246W	trs23-5001	YGL095C	vps45	0.292
YDR246W	trs23-5001	YGR172C	yip1-4	0.302
YDR246W	trs23-5001	YOL018C	tlg2	0.384
YDR246W	trs23-5001	YDR389W	sac7	0.244
YDR246W	trs23-5001	YHR188C	gpi16-5001	0.228
YDR246W	trs23-5001	YMR197C	vti1-11	0.212
YDR246W	trs23-5001	YDR137W	rgp1	0.460
YDR246W	trs23-5001	YER157W	cog3-2	0.377
YDR246W	trs23-5001	YCR044C	per1-supp1	0.232
YDR246W	trs23-5001	YER122C	glo3-supp1	0.329
YDR246W	trs23-5001	YMR197C	vti1-11-supp1	0.285
YDR246W	trs23-5001	YDR189W	sly1-ts	0.304
YDR246W	trs23-5001	YDL058W	uso1-1	0.318
YDR246W	trs23-5001	YHL031C	gos1-supp1	0.350
YDR246W	trs23-5001	YDR484W	vps52-supp1	0.242
YDR246W	trs23-5001	YOR370C	mrs6-2	0.217
YDR246W	trs23-5001	YKR006C	mrpl13	0.235
YDR246W	trs23-5001	YGL020C	get1	0.206
YBR099C	ybr099c	YDR386W	mus81	0.506
YBR099C	ybr099c	YDL064W	ubc9-2	0.277
YBR099C	ybr099c	YHR154W	rtt107	0.203
YBR099C	ybr099c	YDL105W	nse4-5001	0.451
YBR099C	ybr099c	YBR087W	rfc5-1	0.304
YBR099C	ybr099c	YPL020C	ulp1-333	0.248
YBR099C	ybr099c	YHR031C	rrm3	0.202
YBR099C	ybr099c	YCL061C	mrc1	0.247
YBR099C	ybr099c	YLL002W	rtt109	0.207
YBR099C	ybr099c	YDR288W	nse3-ts3	0.348
YBR099C	ybr099c	YDL105W	nse4-ts3	0.359
YBR099C	ybr099c	YDR363W	esc2	0.275
YBR099C	ybr099c	YLR383W	smc6-9	0.243
YBR099C	ybr099c	YDL105W	nse4-ts2	0.374
YBR099C	ybr099c	YAR007C	rfa1-m2	0.271
YBR099C	ybr099c	YMR224C	mre11	0.292
YBR099C	ybr099c	YDR288W	nse3-ts4	0.304
YBR099C	ybr099c	YLR007W	nse1-16	0.415
YBR099C	ybr099c	YDL105W	nse4-ts4	0.347
YBR099C	ybr099c	YML023C	nse5-ts4	0.303
YBR099C	ybr099c	YDR369C	xrs2	0.249
YBR099C	ybr099c	YPL194W	ddc1	0.252
YBR099C	ybr099c	YOL034W	smc5-6	0.286
YBR099C	ybr099c	YLR234W	top3-supp1	0.309
YBR099C	ybr099c	YMR190C	sgs1	0.411
YBR099C	ybr099c	YLR235C	ylr235c-supp1	0.297
YBR099C	ybr099c	YDL105W	nse4-ts1	0.376
YBR099C	ybr099c	YDR510W	smt3-331	0.300
YLR029C	rpl15a-5004	YLR448W	rpl6b	0.261
YLR029C	rpl15a-5004	YHL001W	rpl14b	0.243
YLR029C	rpl15a-5004	YPL079W	rpl21b	0.254
YLR029C	rpl15a-5004	YDL082W	rpl13a	0.217
YLR029C	rpl15a-5004	YKR057W	rps21a	0.230
YLR029C	rpl15a-5004	YGL031C	rpl24a	0.251
YLR029C	rpl15a-5004	YDR500C	rpl37b	0.235
YLR029C	rpl15a-5004	YIL133C	rpl16a	0.279
YLR029C	rpl15a-5004	YGR085C	rpl11b	0.270
YLR029C	rpl15a-5004	YJR094W-A	rpl43b	0.242
YLR029C	rpl15a-5004	YHL033C	rpl8a	0.340
YLR029C	rpl15a-5004	YBR084C-A	rpl19a	0.229
YLR029C	rpl15a-5004	YLR029C	rpl15a-5002	0.631
YLR029C	rpl15a-5004	YDL063C	syo1	0.208
YLR029C	rpl15a-5004	YLR075W	rpl10-5001	0.459
YLR029C	rpl15a-5004	YLR185W	rpl37a	0.271
YLR029C	rpl15a-5004	YOR312C	rpl20b	0.215
YLR029C	rpl15a-5004	YNL067W-B	ynl067w-b	0.257
YLR029C	rpl15a-5004	YEL054C	rpl12a	0.375
YLR029C	rpl15a-5004	YOR294W	rrs1-124	0.308
YLR029C	rpl15a-5004	YGL123W	rps2-5004	0.246
YKL190W	cnb1	YGR217W	cch1	0.375
YKL190W	cnb1	YOR070C	gyp1	0.211
YKL190W	cnb1	YBR260C	rgd1	0.282
YKL190W	cnb1	YLR350W	orm2-supp1	0.250
YKL190W	cnb1	YNL041C	cog6	0.219
YKL190W	cnb1	YHR030C	slt2	0.308
YKL190W	cnb1	YML071C	cog8	0.205
YKL190W	cnb1	YJL095W	bck1	0.272
YKL190W	cnb1	YOL018C	tlg2	0.209
YKL190W	cnb1	YDR331W	gpi8-5001	0.217
YML008C	erg6	YJR073C	opi3	0.227
YML008C	erg6	YLR056W	erg3	0.227
YML008C	erg6	YNL280C	erg24-supp1	0.320
YMR123W	pkr1	YEL027W	vma3	0.245
YMR123W	pkr1	YCL005W-A	vma9	0.216
YMR123W	pkr1	YDR203W	ydr203w	0.304
YMR123W	pkr1	YPL051W	arl3	0.221
YMR123W	pkr1	YJL004C	sys1	0.205
YMR123W	pkr1	YEL051W	vma8	0.272
YMR123W	pkr1	YNL041C	cog6	0.220
YMR123W	pkr1	YDR202C	rav2	0.292
YMR123W	pkr1	YPL234C	vma11	0.253
YMR123W	pkr1	YJR033C	rav1	0.292
YMR123W	pkr1	YBR164C	arl1	0.226
YMR123W	pkr1	YMR071C	tvp18	0.200
YEL027W	vma3	YCL005W-A	vma9	0.570
YEL027W	vma3	YKL080W	vma5	0.277
YEL027W	vma3	YEL051W	vma8	0.662
YEL027W	vma3	YER122C	glo3	0.242
YEL027W	vma3	YML071C	cog8	0.216
YEL027W	vma3	YPL234C	vma11	0.490
YEL027W	vma3	YHR060W	vma22	0.363
YGL048C	rpt6-20	YER094C	pup3-5001	0.385
YGL048C	rpt6-20	YPL231W	fas2-5011	0.227
YGL048C	rpt6-20	YFR050C	pre4-5001	0.403
YGL048C	rpt6-20	YFR052W	rpn12-1	0.443
YGL048C	rpt6-20	YDL097C	rpn6-1	0.542
YGL048C	rpt6-20	YOR259C	rpt4-150	0.479
YGL048C	rpt6-20	YDR363W-A	sem1	0.374
YGL048C	rpt6-20	YOR259C	rpt4-145	0.429
YGL048C	rpt6-20	YDL097C	rpn6-5001	0.370
YGL048C	rpt6-20	YPL144W	poc4	0.308
YGL048C	rpt6-20	YPR103W	pre2-v214a	0.260
YGL048C	rpt6-20	YDL147W	rpn5-1	0.448
YGL048C	rpt6-20	YPR103W	pre2-1	0.319
YGL048C	rpt6-20	YGR253C	pup2-5001	0.375
YGL048C	rpt6-20	YGL048C	rpt6-25	0.449
YGL048C	rpt6-20	YBR173C	ump1	0.335
YGL048C	rpt6-20	YDL147W	rpn5-5001	0.354
YGL048C	rpt6-20	YOR261C	rpn8-5008	0.469
YGL048C	rpt6-20	YPR103W	pre2-75	0.297
YGL048C	rpt6-20	YFR004W	rpn11-8	0.572
YGL048C	rpt6-20	YBL041W	pre7-5001	0.360
YGL048C	rpt6-20	YFR010W	ubp6	0.225
YGL048C	rpt6-20	YOR362C	pre10-5001	0.387
YGL048C	rpt6-20	YOR117W	rpt5-5002	0.415
YGL048C	rpt6-20	YPR103W	pre2-1-supp1	0.311
YGL048C	rpt6-20	YDL007W	rpt2-rf	0.439
YGL048C	rpt6-20	YOL038W	pre6-5001	0.355
YGL048C	rpt6-20	YPR103W	pre2-127	0.373
YGL048C	rpt6-20	YFR004W	rpn11-14	0.568
YGL048C	rpt6-20	YGL011C	scl1-5001	0.403
YGL048C	rpt6-20	YMR060C	sam37-supp1	0.209
YGL048C	rpt6-20	YGL048C	rpt6-1-supp1	0.480
YGL048C	rpt6-20	YLR021W	irc25	0.305
YGL048C	rpt6-20	YER012W	pre1-1	0.438
YGL048C	rpt6-20	YHR027C	rpn1-821	0.307
YGL048C	rpt6-20	YPR108W	rpn7-3	0.404
YGL048C	rpt6-20	YPR103W	pre2-2	0.302
YGL048C	rpt6-20	YOR261C	rpn8-5007	0.580
YGL048C	rpt6-20	YOR157C	pup1-1	0.353
YLR323C	cwc24-5004	YDR496C	puf6	0.210
YLR323C	cwc24-5004	YJL031C	bet4-5007	0.223
YLR091W	gep5	YMR089C	yta12	0.444
YLR091W	gep5	YMR097C	mtg1-supp1	0.480
YLR091W	gep5	YAL011W	swc3	0.206
YLR091W	gep5	YDR065W	rrg1	0.449
YLR091W	gep5	YGL064C	mrh4	0.451
YLR091W	gep5	YLR085C	arp6	0.224
YLR091W	gep5	YDR316W	oms1	0.227
YLR091W	gep5	YJR113C	rsm7	0.268
YLR091W	gep5	YGR076C	mrpl25	0.352
YLR091W	gep5	YDR334W	swr1	0.254
YLR091W	gep5	YBR163W	exo5	0.283
YLR091W	gep5	YDR347W	mrp1	0.506
YLR091W	gep5	YHR011W	dia4	0.250
YLR091W	gep5	YER077C	mrx1	0.388
YLR091W	gep5	YLR069C	mef1	0.231
YLR091W	gep5	YBL080C	pet112	0.328
YLR091W	gep5	YDR296W	mhr1	0.388
YLR091W	gep5	YPR047W	msf1	0.361
YLR091W	gep5	YMR293C	her2	0.262
YLR091W	gep5	YER017C	afg3	0.442
YLR091W	gep5	YNL213C	rrg9-supp1	0.672
YLR091W	gep5	YBR179C	fzo1	0.363
YLR091W	gep5	YNL252C	mrpl17	0.502
YLR091W	gep5	YBR268W	mrpl37	0.285
YLR091W	gep5	YJR144W	mgm101	0.363
YLR091W	gep5	YPL148C	ppt2	0.288
YLR091W	gep5	YPL040C	ism1-supp1	0.388
YLR091W	gep5	YDR405W	mrp20	0.561
YIL062C	arc15-10	YFL039C	act1-124	0.306
YIL062C	arc15-10	YIR006C	pan1-4	0.349
YIL062C	arc15-10	YGR009C	sec9-4	0.228
YIL062C	arc15-10	YBR109C	cmd1-8	0.255
YIL062C	arc15-10	YFL039C	act1-159	0.338
YIL062C	arc15-10	YLR370C	arc18	0.391
YIL062C	arc15-10	YNR035C	arc35-6	0.470
YIL062C	arc15-10	YBR078W	ecm33	0.282
YER120W	scs2	YPL231W	fas2-5011	0.209
YER120W	scs2	YER016W	bim1	0.200
YER120W	scs2	YIL090W	ice2	0.258
YER120W	scs2	YLR272C	ycs4-1	0.249
YLR448W	rpl6b	YDL130W	rpp1b	0.218
YLR448W	rpl6b	YHL001W	rpl14b	0.347
YLR448W	rpl6b	YPL079W	rpl21b	0.249
YLR448W	rpl6b	YKR057W	rps21a	0.234
YLR448W	rpl6b	YNL302C	rps19b	0.238
YLR448W	rpl6b	YGL031C	rpl24a	0.207
YLR448W	rpl6b	YDR500C	rpl37b	0.263
YLR448W	rpl6b	YIL133C	rpl16a	0.226
YLR448W	rpl6b	YGR085C	rpl11b	0.345
